Population,Location,Year,Age,Sex,Cause of death or injury,Measure,Value,Lower bound,Upper bound
All Population,Brazil,1990,2-4 years,Both,Musculoskeletal disorders,"Deaths per 100,000",0.0879491756261405,0.07266526571065442,0.10251061417113845
All Population,Brazil,1990,5-9 years,Both,Musculoskeletal disorders,"Deaths per 100,000",0.1667097445989093,0.14492515039112025,0.19476553877586647
All Population,Brazil,1990,10-14 years,Both,Musculoskeletal disorders,"Deaths per 100,000",0.3107152347707579,0.2682340747670297,0.3547088348592711
All Population,Brazil,1990,15-19 years,Both,Musculoskeletal disorders,"Deaths per 100,000",0.4847336934128562,0.42354780067924624,0.55423094357076
All Population,Brazil,1990,20-24 years,Both,Musculoskeletal disorders,"Deaths per 100,000",0.6575297545481562,0.5885875100594061,0.7299203036467831
All Population,Brazil,1990,25-29 years,Both,Musculoskeletal disorders,"Deaths per 100,000",0.8149995532265765,0.7310303136945935,0.9283288933401912
All Population,Brazil,1990,30-34 years,Both,Musculoskeletal disorders,"Deaths per 100,000",0.9298109469481863,0.8313183267324716,1.0403362388651338
All Population,Brazil,1990,35-39 years,Both,Musculoskeletal disorders,"Deaths per 100,000",1.0595273632758373,0.9557412413414629,1.1778374959766005
All Population,Brazil,1990,40-44 years,Both,Musculoskeletal disorders,"Deaths per 100,000",1.1464588476337267,1.0225069177840052,1.2785450711917188
All Population,Brazil,1990,45-49 years,Both,Musculoskeletal disorders,"Deaths per 100,000",1.267518192288366,1.1247676685341295,1.4368943888958046
All Population,Brazil,1990,50-54 years,Both,Musculoskeletal disorders,"Deaths per 100,000",1.4310809852576405,1.322641405338646,1.5447212046510768
All Population,Brazil,1990,55-59 years,Both,Musculoskeletal disorders,"Deaths per 100,000",1.7805757901873058,1.6563454599019347,1.9103109705321626
All Population,Brazil,1990,60-64 years,Both,Musculoskeletal disorders,"Deaths per 100,000",2.2098367882949246,2.0567481036025432,2.3764356632143704
All Population,Brazil,1990,65-69 years,Both,Musculoskeletal disorders,"Deaths per 100,000",2.8322820723964806,2.6124420918358786,3.0829610133534544
All Population,Brazil,1990,70-74 years,Both,Musculoskeletal disorders,"Deaths per 100,000",4.071390987821415,3.73799227970054,4.411584261933429
All Population,Brazil,1990,75-79 years,Both,Musculoskeletal disorders,"Deaths per 100,000",6.31492571855339,5.766402877148199,6.867977521061977
All Population,Brazil,1990,80-84 years,Both,Musculoskeletal disorders,"Deaths per 100,000",9.975301525942045,8.817214765675883,10.955774667311626
All Population,Brazil,1990,85-89 years,Both,Musculoskeletal disorders,"Deaths per 100,000",15.32452380282085,13.17213685355529,17.082912546499166
All Population,Brazil,1990,90-94 years,Both,Musculoskeletal disorders,"Deaths per 100,000",21.038622986525894,16.981596573252908,24.74597508994097
All Population,Brazil,1990,95+ years,Both,Musculoskeletal disorders,"Deaths per 100,000",21.781120488486565,15.53829708324174,26.730441032135573
All Population,Brazil,1990,0-6 days,Both,Other non-communicable diseases,"Deaths per 100,000",6190.127789381375,5614.86437461373,7041.376223010594
All Population,Brazil,1990,7-27 days,Both,Other non-communicable diseases,"Deaths per 100,000",961.8153870684582,854.2973249773411,1091.118856470467
All Population,Brazil,1990,1-5 months,Both,Other non-communicable diseases,"Deaths per 100,000",360.3198782522151,315.92882913615927,392.99840241629687
All Population,Brazil,1990,6-11 months,Both,Other non-communicable diseases,"Deaths per 100,000",117.39756094125948,102.76853921664846,132.2220634504578
All Population,Brazil,1990,12-23 months,Both,Other non-communicable diseases,"Deaths per 100,000",28.55402796835221,24.730813025243275,32.458445289810236
All Population,Brazil,1990,2-4 years,Both,Other non-communicable diseases,"Deaths per 100,000",8.06461789473039,6.858652852521671,9.216105665141937
All Population,Brazil,1990,5-9 years,Both,Other non-communicable diseases,"Deaths per 100,000",3.091517469666192,2.6764056132252505,3.5132027127950636
All Population,Brazil,1990,10-14 years,Both,Other non-communicable diseases,"Deaths per 100,000",2.3936227001840455,2.0999675659273955,2.7620897410205805
All Population,Brazil,1990,15-19 years,Both,Other non-communicable diseases,"Deaths per 100,000",1.8949873118853027,1.6740043995296752,2.2264331389079843
All Population,Brazil,1990,20-24 years,Both,Other non-communicable diseases,"Deaths per 100,000",2.1352597857541444,1.9184729963346447,2.4936561175556244
All Population,Brazil,1990,25-29 years,Both,Other non-communicable diseases,"Deaths per 100,000",2.348769388047937,2.1479924187994266,2.701822782692111
All Population,Brazil,1990,30-34 years,Both,Other non-communicable diseases,"Deaths per 100,000",2.708408867143359,2.4666265513427033,3.026117830767779
All Population,Brazil,1990,35-39 years,Both,Other non-communicable diseases,"Deaths per 100,000",3.2889308705324685,3.0345681977243983,3.618656746688053
All Population,Brazil,1990,40-44 years,Both,Other non-communicable diseases,"Deaths per 100,000",4.243965700747269,3.936509767033091,4.632124520589035
All Population,Brazil,1990,45-49 years,Both,Other non-communicable diseases,"Deaths per 100,000",5.319942298156289,4.966112771424341,5.8468095242546445
All Population,Brazil,1990,50-54 years,Both,Other non-communicable diseases,"Deaths per 100,000",6.905207163983681,6.485862194525667,7.539988584700648
All Population,Brazil,1990,55-59 years,Both,Other non-communicable diseases,"Deaths per 100,000",9.468064519923379,8.87796708163854,10.210935353985933
All Population,Brazil,1990,60-64 years,Both,Other non-communicable diseases,"Deaths per 100,000",13.116685884769135,12.387295769024234,13.98755462221128
All Population,Brazil,1990,65-69 years,Both,Other non-communicable diseases,"Deaths per 100,000",19.86535592620589,18.70507193388263,21.19075210027548
All Population,Brazil,1990,70-74 years,Both,Other non-communicable diseases,"Deaths per 100,000",31.343500651152308,29.454230195672082,33.591495365859586
All Population,Brazil,1990,75-79 years,Both,Other non-communicable diseases,"Deaths per 100,000",54.38633902924945,50.593659862397146,58.66779361260165
All Population,Brazil,1990,80-84 years,Both,Other non-communicable diseases,"Deaths per 100,000",97.00431739457413,87.0108561462932,107.30933324634135
All Population,Brazil,1990,85-89 years,Both,Other non-communicable diseases,"Deaths per 100,000",147.62524740258718,128.9498740187582,161.34058623876285
All Population,Brazil,1990,90-94 years,Both,Other non-communicable diseases,"Deaths per 100,000",194.12855935698647,155.13316817984645,217.38875280836874
All Population,Brazil,1990,95+ years,Both,Other non-communicable diseases,"Deaths per 100,000",234.80925888840235,173.30367949576598,281.785361679594
All Population,Brazil,1990,0-6 days,Both,Transport injuries,"Deaths per 100,000",27.522511121118555,24.22022444675164,31.40168268616752
All Population,Brazil,1990,7-27 days,Both,Transport injuries,"Deaths per 100,000",10.031101220619156,8.797708274038515,11.519260924187837
All Population,Brazil,1990,1-5 months,Both,Transport injuries,"Deaths per 100,000",15.699018089317525,13.151309329698105,18.630230551272074
All Population,Brazil,1990,6-11 months,Both,Transport injuries,"Deaths per 100,000",12.575551552823459,10.332424039797317,15.190489625131045
All Population,Brazil,1990,12-23 months,Both,Transport injuries,"Deaths per 100,000",10.44631640372414,8.757343634137223,12.581009581004865
All Population,Brazil,1990,2-4 years,Both,Transport injuries,"Deaths per 100,000",10.076583134153623,8.632184747697245,11.736695408975832
All Population,Brazil,1990,5-9 years,Both,Transport injuries,"Deaths per 100,000",10.677643701352205,9.421475937689399,11.961958862313187
All Population,Brazil,1990,10-14 years,Both,Transport injuries,"Deaths per 100,000",9.727903032157284,8.794842025719188,10.572859474381302
All Population,Brazil,1990,15-19 years,Both,Transport injuries,"Deaths per 100,000",21.077281747176652,19.51513113864934,22.5914657551404
All Population,Brazil,1990,20-24 years,Both,Transport injuries,"Deaths per 100,000",33.24350121067146,29.895722186536005,37.14732070019457
All Population,Brazil,1990,25-29 years,Both,Transport injuries,"Deaths per 100,000",34.915079693104445,31.57628569223027,38.82371503295976
All Population,Brazil,1990,30-34 years,Both,Transport injuries,"Deaths per 100,000",36.52073122119961,32.13597355499711,41.337866948550534
All Population,Brazil,1990,35-39 years,Both,Transport injuries,"Deaths per 100,000",37.0352863890884,32.78202375260233,42.18664143573063
All Population,Brazil,1990,40-44 years,Both,Transport injuries,"Deaths per 100,000",38.559928114370116,34.294980446725276,43.593429930590545
All Population,Brazil,1990,45-49 years,Both,Transport injuries,"Deaths per 100,000",40.68396878894448,35.638974916899066,45.73237437496613
All Population,Brazil,1990,50-54 years,Both,Transport injuries,"Deaths per 100,000",41.993015665799184,39.21905498327593,44.76270079177915
All Population,Brazil,1990,55-59 years,Both,Transport injuries,"Deaths per 100,000",42.38111545192065,36.87595687022554,47.49900067701182
All Population,Brazil,1990,60-64 years,Both,Transport injuries,"Deaths per 100,000",43.0710535951672,37.74852284812231,48.601396461574865
All Population,Brazil,1990,65-69 years,Both,Transport injuries,"Deaths per 100,000",47.8914213991885,42.24184976471494,53.94615103129618
All Population,Brazil,1990,70-74 years,Both,Transport injuries,"Deaths per 100,000",54.90575890457471,47.75653251775484,62.43003304572904
All Population,Brazil,1990,75-79 years,Both,Transport injuries,"Deaths per 100,000",68.10423819812196,59.15696798639145,77.08849006443985
All Population,Brazil,1990,80-84 years,Both,Transport injuries,"Deaths per 100,000",76.47681563398655,64.60263410839717,86.70109249731367
All Population,Brazil,1990,85-89 years,Both,Transport injuries,"Deaths per 100,000",83.57895817953249,70.24793650343248,96.18552987945327
All Population,Brazil,1990,90-94 years,Both,Transport injuries,"Deaths per 100,000",66.31034517752882,51.791050801020695,77.75651439452595
All Population,Brazil,1990,95+ years,Both,Transport injuries,"Deaths per 100,000",68.44869456883202,48.10947660133297,86.9238716326051
All Population,Brazil,1990,0-6 days,Both,Unintentional injuries,"Deaths per 100,000",130.82013664730525,121.22652505607145,139.45785747131296
All Population,Brazil,1990,7-27 days,Both,Unintentional injuries,"Deaths per 100,000",59.73985108416437,53.93082752813791,65.36314630290163
All Population,Brazil,1990,1-5 months,Both,Unintentional injuries,"Deaths per 100,000",77.23592902646836,69.70258217170691,84.9146215573065
All Population,Brazil,1990,6-11 months,Both,Unintentional injuries,"Deaths per 100,000",41.809374348042354,38.29912487219079,45.41006762473839
All Population,Brazil,1990,12-23 months,Both,Unintentional injuries,"Deaths per 100,000",32.266668893739244,29.20363991886772,35.462276480017564
All Population,Brazil,1990,2-4 years,Both,Unintentional injuries,"Deaths per 100,000",14.706356274167637,13.378381906223717,16.058314428113757
All Population,Brazil,1990,5-9 years,Both,Unintentional injuries,"Deaths per 100,000",9.607240090974372,8.801108077217307,10.469252778684886
All Population,Brazil,1990,10-14 years,Both,Unintentional injuries,"Deaths per 100,000",10.232092849243514,9.420180260984086,11.03837133666466
All Population,Brazil,1990,15-19 years,Both,Unintentional injuries,"Deaths per 100,000",14.602127991423112,13.617984434133154,15.63931447801748
All Population,Brazil,1990,20-24 years,Both,Unintentional injuries,"Deaths per 100,000",17.71093330350317,16.560603266151862,18.908615584479875
All Population,Brazil,1990,25-29 years,Both,Unintentional injuries,"Deaths per 100,000",17.808749213749465,16.659012101977964,18.93235924716941
All Population,Brazil,1990,30-34 years,Both,Unintentional injuries,"Deaths per 100,000",18.69313993021774,17.365495293838197,19.97968381622197
All Population,Brazil,1990,35-39 years,Both,Unintentional injuries,"Deaths per 100,000",19.140073995761792,17.78827289342399,20.577531069089865
All Population,Brazil,1990,40-44 years,Both,Unintentional injuries,"Deaths per 100,000",19.903574379694103,18.560028275796114,21.42055341623187
All Population,Brazil,1990,45-49 years,Both,Unintentional injuries,"Deaths per 100,000",20.559343758487255,19.34484143174676,22.076440335022756
All Population,Brazil,1990,50-54 years,Both,Unintentional injuries,"Deaths per 100,000",22.53618639796859,21.137766064338198,23.97050357106017
All Population,Brazil,1990,55-59 years,Both,Unintentional injuries,"Deaths per 100,000",23.43338107559448,22.030224269836683,24.947859229506516
All Population,Brazil,1990,60-64 years,Both,Unintentional injuries,"Deaths per 100,000",26.874414099113004,25.18208585279189,28.573325069235178
All Population,Brazil,1990,65-69 years,Both,Unintentional injuries,"Deaths per 100,000",31.947562743460423,29.978306333492934,33.80741768264294
All Population,Brazil,1990,70-74 years,Both,Unintentional injuries,"Deaths per 100,000",48.54343578828613,44.574056545886954,52.658587200689965
All Population,Brazil,1990,75-79 years,Both,Unintentional injuries,"Deaths per 100,000",76.84262440731047,69.87717672983923,82.3836638516259
All Population,Brazil,1990,80-84 years,Both,Unintentional injuries,"Deaths per 100,000",143.25272882415769,124.45009804300841,156.97581700298866
All Population,Brazil,1990,85-89 years,Both,Unintentional injuries,"Deaths per 100,000",249.47638483412575,211.18129164723015,277.6071247523663
All Population,Brazil,1990,90-94 years,Both,Unintentional injuries,"Deaths per 100,000",356.67677449082015,282.6559874053965,409.3265080780622
All Population,Brazil,1990,95+ years,Both,Unintentional injuries,"Deaths per 100,000",420.9074651550167,294.9869320040684,516.3860050667975
All Population,Brazil,1990,0-6 days,Both,Self-harm and interpersonal violence,"Deaths per 100,000",76.2594315389205,65.27240859289681,88.44642439193707
All Population,Brazil,1990,7-27 days,Both,Self-harm and interpersonal violence,"Deaths per 100,000",9.068477615477578,7.7662122846220765,10.449077189007623
All Population,Brazil,1990,1-5 months,Both,Self-harm and interpersonal violence,"Deaths per 100,000",9.665256573700535,8.222549752121191,11.331470691139153
All Population,Brazil,1990,6-11 months,Both,Self-harm and interpersonal violence,"Deaths per 100,000",5.8239493293782845,4.89824108312559,6.859204358645992
All Population,Brazil,1990,12-23 months,Both,Self-harm and interpersonal violence,"Deaths per 100,000",3.4258873315389335,2.8121596989399826,4.015308692973277
All Population,Brazil,1990,2-4 years,Both,Self-harm and interpersonal violence,"Deaths per 100,000",1.941365821668018,1.6359735816264585,2.212005437370542
All Population,Brazil,1990,5-9 years,Both,Self-harm and interpersonal violence,"Deaths per 100,000",1.4807574142680462,1.2667368874328735,1.6734661568329405
All Population,Brazil,1990,10-14 years,Both,Self-harm and interpersonal violence,"Deaths per 100,000",4.322528223724053,3.8548713691853003,4.855429832771094
All Population,Brazil,1990,15-19 years,Both,Self-harm and interpersonal violence,"Deaths per 100,000",38.36297872070263,36.059148691462454,40.67183215504531
All Population,Brazil,1990,20-24 years,Both,Self-harm and interpersonal violence,"Deaths per 100,000",64.14049593929366,60.69475998482361,67.53937815860488
All Population,Brazil,1990,25-29 years,Both,Self-harm and interpersonal violence,"Deaths per 100,000",64.4080659844975,60.77280334875964,68.23286331410604
All Population,Brazil,1990,30-34 years,Both,Self-harm and interpersonal violence,"Deaths per 100,000",59.617406147806264,54.749757775600905,64.38281220165443
All Population,Brazil,1990,35-39 years,Both,Self-harm and interpersonal violence,"Deaths per 100,000",52.547225709290636,47.81285284978176,57.16056590697021
All Population,Brazil,1990,40-44 years,Both,Self-harm and interpersonal violence,"Deaths per 100,000",46.27441833400615,42.35151846483602,50.66653350733746
All Population,Brazil,1990,45-49 years,Both,Self-harm and interpersonal violence,"Deaths per 100,000",42.39249917906052,38.95140818217252,46.236287869102945
All Population,Brazil,1990,50-54 years,Both,Self-harm and interpersonal violence,"Deaths per 100,000",36.400495430951715,32.879067887453076,39.838311336911765
All Population,Brazil,1990,55-59 years,Both,Self-harm and interpersonal violence,"Deaths per 100,000",32.21091588628778,29.56340949652381,35.432221485491844
All Population,Brazil,1990,60-64 years,Both,Self-harm and interpersonal violence,"Deaths per 100,000",27.78516697716322,25.403598817283356,30.462126507461154
All Population,Brazil,1990,65-69 years,Both,Self-harm and interpersonal violence,"Deaths per 100,000",26.325671077343394,23.753477096820387,28.67841878280432
All Population,Brazil,1990,70-74 years,Both,Self-harm and interpersonal violence,"Deaths per 100,000",27.023177062740317,24.90900855370477,29.59023067137478
All Population,Brazil,1990,75-79 years,Both,Self-harm and interpersonal violence,"Deaths per 100,000",27.962690786040582,25.458594261544864,30.840595469420823
All Population,Brazil,1990,80-84 years,Both,Self-harm and interpersonal violence,"Deaths per 100,000",21.132442994563466,18.71896580298769,23.54226694098994
All Population,Brazil,1990,85-89 years,Both,Self-harm and interpersonal violence,"Deaths per 100,000",22.305092736814085,19.375848329068273,25.141440778290733
All Population,Brazil,1990,90-94 years,Both,Self-harm and interpersonal violence,"Deaths per 100,000",20.69552545821239,16.73230340913827,23.856204316724504
All Population,Brazil,1990,95+ years,Both,Self-harm and interpersonal violence,"Deaths per 100,000",35.95127851250214,26.982467308522665,44.33465706147591

"Institute for Health Metrics and Evaluation (IHME). GBD Compare Data Visualization. Global Burden of Disease (GBD) Study 2023. Seattle, WA: IHME, University of Washington, 2025. Available from https://vizhub.healthdata.org/gbd-compare/. (Accessed 6/4/2026). For terms and conditions of use, please visit http://www.healthdata.org/about/terms-and-conditions"
