Population,Location,Year,Age,Sex,Cause of death or injury,Measure,Value,Lower bound,Upper bound
All Population,Brazil,2023,7-27 days,Both,Cardiovascular diseases,"Deaths per 100,000",3.1747110602716675,2.746923732890219,3.632137921737554
All Population,Brazil,2023,1-5 months,Both,Cardiovascular diseases,"Deaths per 100,000",9.54476809960443,8.441196920173747,10.739796828224515
All Population,Brazil,2023,6-11 months,Both,Cardiovascular diseases,"Deaths per 100,000",3.02402704236438,2.45428014773387,3.705496853916471
All Population,Brazil,2023,12-23 months,Both,Cardiovascular diseases,"Deaths per 100,000",2.224778347522496,1.8530855493521858,2.735285209227422
All Population,Brazil,2023,2-4 years,Both,Cardiovascular diseases,"Deaths per 100,000",1.0634577967733827,0.8738909392782034,1.2737983663806582
All Population,Brazil,2023,5-9 years,Both,Cardiovascular diseases,"Deaths per 100,000",0.9050960580523115,0.7708922370505957,1.0552199497975427
All Population,Brazil,2023,10-14 years,Both,Cardiovascular diseases,"Deaths per 100,000",1.3082833751442047,1.1475898023066575,1.516825014520414
All Population,Brazil,2023,15-19 years,Both,Cardiovascular diseases,"Deaths per 100,000",3.5529316037147276,3.228898961527275,3.904125738059542
All Population,Brazil,2023,20-24 years,Both,Cardiovascular diseases,"Deaths per 100,000",5.945390908221021,5.428982754647505,6.394787199312367
All Population,Brazil,2023,25-29 years,Both,Cardiovascular diseases,"Deaths per 100,000",10.002966904271368,9.228706938301283,11.017525747260413
All Population,Brazil,2023,30-34 years,Both,Cardiovascular diseases,"Deaths per 100,000",16.532189966352515,15.471598895576939,17.55732158274688
All Population,Brazil,2023,35-39 years,Both,Cardiovascular diseases,"Deaths per 100,000",27.478060947218136,25.953157941953016,29.444527538195985
All Population,Brazil,2023,40-44 years,Both,Cardiovascular diseases,"Deaths per 100,000",48.90014724554742,46.76571133495072,51.21174417404481
All Population,Brazil,2023,45-49 years,Both,Cardiovascular diseases,"Deaths per 100,000",83.79777697927773,80.25404945665429,87.27034384167756
All Population,Brazil,2023,50-54 years,Both,Cardiovascular diseases,"Deaths per 100,000",136.1559184108678,129.96452854806478,142.47487484412503
All Population,Brazil,2023,55-59 years,Both,Cardiovascular diseases,"Deaths per 100,000",209.97078898922788,200.62890165817288,219.22525019046978
All Population,Brazil,2023,60-64 years,Both,Cardiovascular diseases,"Deaths per 100,000",325.4347943226914,309.6751173069785,339.4059956307647
All Population,Brazil,2023,65-69 years,Both,Cardiovascular diseases,"Deaths per 100,000",510.7983831150454,484.94444734725795,534.2354326433189
All Population,Brazil,2023,70-74 years,Both,Cardiovascular diseases,"Deaths per 100,000",773.7992951173852,721.4401765296723,811.2569372437633
All Population,Brazil,2023,75-79 years,Both,Cardiovascular diseases,"Deaths per 100,000",1205.292310524644,1100.6610932843912,1274.0296199971685
All Population,Brazil,2023,80-84 years,Both,Cardiovascular diseases,"Deaths per 100,000",1885.0440977327191,1623.911995549801,2029.3861352025901
All Population,Brazil,2023,85-89 years,Both,Cardiovascular diseases,"Deaths per 100,000",2975.4049285629344,2384.7664185513654,3289.8240524691155
All Population,Brazil,2023,90-94 years,Both,Cardiovascular diseases,"Deaths per 100,000",4604.817401008929,3510.702107665077,5260.178270829394
All Population,Brazil,2023,95+ years,Both,Cardiovascular diseases,"Deaths per 100,000",5659.631716802466,3927.4013975976663,6877.695779222742
All Population,Brazil,2023,0-6 days,Both,Chronic respiratory diseases,"Deaths per 100,000",1.0747549427029421,0.9418156710852488,1.1793912637127963
All Population,Brazil,2023,7-27 days,Both,Chronic respiratory diseases,"Deaths per 100,000",0.00007019138766017973,0.000054678422419202794,0.00009404867845320887
All Population,Brazil,2023,1-5 months,Both,Chronic respiratory diseases,"Deaths per 100,000",1.573838176209507,1.252731832116595,1.8850910494893085
All Population,Brazil,2023,6-11 months,Both,Chronic respiratory diseases,"Deaths per 100,000",0.4943184916898033,0.40844235604123064,0.6038352659497174
All Population,Brazil,2023,12-23 months,Both,Chronic respiratory diseases,"Deaths per 100,000",1.3289905100394566,1.0729069399680002,1.6054897558377061
All Population,Brazil,2023,2-4 years,Both,Chronic respiratory diseases,"Deaths per 100,000",0.6994639943648358,0.58417557838684,0.8521951852370947
All Population,Brazil,2023,5-9 years,Both,Chronic respiratory diseases,"Deaths per 100,000",0.36890434261546207,0.313996997344414,0.42710697360044636
All Population,Brazil,2023,10-14 years,Both,Chronic respiratory diseases,"Deaths per 100,000",0.38230680119757593,0.3293897863678533,0.4460389737979995
All Population,Brazil,2023,15-19 years,Both,Chronic respiratory diseases,"Deaths per 100,000",0.7297502799732363,0.6390054939116739,0.8196185691178011
All Population,Brazil,2023,20-24 years,Both,Chronic respiratory diseases,"Deaths per 100,000",1.0429149323690445,0.9484873109413258,1.1411124506285009
All Population,Brazil,2023,25-29 years,Both,Chronic respiratory diseases,"Deaths per 100,000",1.3872672068665748,1.2462206296498763,1.5091447202918498
All Population,Brazil,2023,30-34 years,Both,Chronic respiratory diseases,"Deaths per 100,000",1.781735255660168,1.6052977106603628,1.9740604996618842
All Population,Brazil,2023,35-39 years,Both,Chronic respiratory diseases,"Deaths per 100,000",2.569506995459172,2.3428830546605846,2.825155741481126
All Population,Brazil,2023,40-44 years,Both,Chronic respiratory diseases,"Deaths per 100,000",4.264348354057881,3.932004641359227,4.6152925656727435
All Population,Brazil,2023,45-49 years,Both,Chronic respiratory diseases,"Deaths per 100,000",7.114095990643895,6.6720980956399005,7.61371271937579
All Population,Brazil,2023,50-54 years,Both,Chronic respiratory diseases,"Deaths per 100,000",13.731645790002403,12.960474176461961,14.580848334929613
All Population,Brazil,2023,55-59 years,Both,Chronic respiratory diseases,"Deaths per 100,000",26.107978158591973,24.576126677403238,27.665809227084086
All Population,Brazil,2023,60-64 years,Both,Chronic respiratory diseases,"Deaths per 100,000",51.64514607356262,48.710717302645335,54.36584280952435
All Population,Brazil,2023,65-69 years,Both,Chronic respiratory diseases,"Deaths per 100,000",94.19534714176577,88.61044584400486,99.95461980194754
All Population,Brazil,2023,70-74 years,Both,Chronic respiratory diseases,"Deaths per 100,000",163.8936473877233,151.69593999645954,174.63228963866902
All Population,Brazil,2023,75-79 years,Both,Chronic respiratory diseases,"Deaths per 100,000",273.64275003274696,247.14592887140168,290.1090838366464
All Population,Brazil,2023,80-84 years,Both,Chronic respiratory diseases,"Deaths per 100,000",457.2298107895379,394.2338896644605,495.3652043146268
All Population,Brazil,2023,85-89 years,Both,Chronic respiratory diseases,"Deaths per 100,000",730.7518838529683,589.7356500138803,816.2011200747138
All Population,Brazil,2023,90-94 years,Both,Chronic respiratory diseases,"Deaths per 100,000",1022.4628195617493,770.964365424434,1174.4322857952525
All Population,Brazil,2023,95+ years,Both,Chronic respiratory diseases,"Deaths per 100,000",1244.017196592499,847.7820557503277,1496.5379235396545
All Population,Brazil,2023,0-6 days,Both,Digestive diseases,"Deaths per 100,000",11.301293052794898,9.94396315128608,12.651983523853254
All Population,Brazil,2023,7-27 days,Both,Digestive diseases,"Deaths per 100,000",4.02226722184135,3.3806796925024414,4.681831447540982
All Population,Brazil,2023,1-5 months,Both,Digestive diseases,"Deaths per 100,000",9.462199421777926,8.154948391353914,10.829789890228621
All Population,Brazil,2023,6-11 months,Both,Digestive diseases,"Deaths per 100,000",2.179454465712334,1.7960784240774796,2.672200802969876
All Population,Brazil,2023,12-23 months,Both,Digestive diseases,"Deaths per 100,000",2.310482001174501,1.8899837018532624,2.778811027293308
All Population,Brazil,2023,2-4 years,Both,Digestive diseases,"Deaths per 100,000",1.159278521753266,0.9355445838179781,1.3907392048892329
All Population,Brazil,2023,5-9 years,Both,Digestive diseases,"Deaths per 100,000",0.7894338849999464,0.6640067644384298,0.9248853277202894
All Population,Brazil,2023,10-14 years,Both,Digestive diseases,"Deaths per 100,000",0.9340165738238082,0.8113549314781052,1.081906152522833
All Population,Brazil,2023,15-19 years,Both,Digestive diseases,"Deaths per 100,000",1.7819841305235329,1.6122867213619656,1.959150080026526
All Population,Brazil,2023,20-24 years,Both,Digestive diseases,"Deaths per 100,000",2.7767963981640413,2.572848621322351,2.976170460927614
All Population,Brazil,2023,25-29 years,Both,Digestive diseases,"Deaths per 100,000",4.695042815297041,4.339684880597335,5.054670277082624
All Population,Brazil,2023,30-34 years,Both,Digestive diseases,"Deaths per 100,000",8.002813327415383,7.399290343523702,8.641974270069671
All Population,Brazil,2023,35-39 years,Both,Digestive diseases,"Deaths per 100,000",13.080123946943457,12.032633420963158,14.21070237450241
All Population,Brazil,2023,40-44 years,Both,Digestive diseases,"Deaths per 100,000",20.98281144247634,19.63629520606436,22.458525690682364
All Population,Brazil,2023,45-49 years,Both,Digestive diseases,"Deaths per 100,000",32.25684334369269,30.35302418948562,33.958847301552986
All Population,Brazil,2023,50-54 years,Both,Digestive diseases,"Deaths per 100,000",45.59351109853009,42.96640496521018,48.093941413402625
All Population,Brazil,2023,55-59 years,Both,Digestive diseases,"Deaths per 100,000",60.77995001124641,57.68462863505394,63.619812118561356
All Population,Brazil,2023,60-64 years,Both,Digestive diseases,"Deaths per 100,000",79.07937050985413,74.27267531885384,83.4630985096832
All Population,Brazil,2023,65-69 years,Both,Digestive diseases,"Deaths per 100,000",108.22744506749214,102.22149232547214,113.62838724301233
All Population,Brazil,2023,70-74 years,Both,Digestive diseases,"Deaths per 100,000",143.06949706183397,132.022632747137,151.3531250337303
All Population,Brazil,2023,75-79 years,Both,Digestive diseases,"Deaths per 100,000",202.76185312507704,183.62463006515483,213.9032102495323
All Population,Brazil,2023,80-84 years,Both,Digestive diseases,"Deaths per 100,000",289.0595380336849,245.85781347154986,313.9402788433701
All Population,Brazil,2023,85-89 years,Both,Digestive diseases,"Deaths per 100,000",437.21369435289904,347.90123032977357,488.2565095300437
All Population,Brazil,2023,90-94 years,Both,Digestive diseases,"Deaths per 100,000",615.1943699616975,464.61913883015507,699.7545223000945
All Population,Brazil,2023,95+ years,Both,Digestive diseases,"Deaths per 100,000",669.652761230022,462.4440451979334,816.3037537497856
All Population,Brazil,2023,0-6 days,Both,Neurological disorders,"Deaths per 100,000",6.598210338551697,5.988505867532474,7.279480320982471
All Population,Brazil,2023,7-27 days,Both,Neurological disorders,"Deaths per 100,000",1.874092406017483,1.6210326289992996,2.119910989425636
All Population,Brazil,2023,1-5 months,Both,Neurological disorders,"Deaths per 100,000",4.0323167842559915,3.5130366396470065,4.561948688267748
All Population,Brazil,2023,6-11 months,Both,Neurological disorders,"Deaths per 100,000",2.800297539029114,2.2595295222899487,3.392933161551243
All Population,Brazil,2023,12-23 months,Both,Neurological disorders,"Deaths per 100,000",2.5147023688033245,2.0620258180122493,3.030788875131836
All Population,Brazil,2023,2-4 years,Both,Neurological disorders,"Deaths per 100,000",1.5637729520954107,1.3112169762304022,1.8720992661155917
All Population,Brazil,2023,5-9 years,Both,Neurological disorders,"Deaths per 100,000",1.0324029791677347,0.8771485403573728,1.2082986764695793
All Population,Brazil,2023,10-14 years,Both,Neurological disorders,"Deaths per 100,000",1.20219009478815,1.007803805093289,1.3680120873393495
All Population,Brazil,2023,15-19 years,Both,Neurological disorders,"Deaths per 100,000",1.822594855362963,1.6538404499454968,2.0274449160239523
All Population,Brazil,2023,20-24 years,Both,Neurological disorders,"Deaths per 100,000",2.1060885724158513,1.9473603338738659,2.268114294805996
All Population,Brazil,2023,25-29 years,Both,Neurological disorders,"Deaths per 100,000",2.2173083991658653,2.039668598801985,2.404845560333036
All Population,Brazil,2023,30-34 years,Both,Neurological disorders,"Deaths per 100,000",2.3540733420865245,2.1856301833091694,2.5219720001987254
All Population,Brazil,2023,35-39 years,Both,Neurological disorders,"Deaths per 100,000",3.063998363574138,2.8399777397315003,3.248345164846336
All Population,Brazil,2023,40-44 years,Both,Neurological disorders,"Deaths per 100,000",3.9504588296942758,3.7221152139582014,4.182856903896031
All Population,Brazil,2023,45-49 years,Both,Neurological disorders,"Deaths per 100,000",5.752529053606284,5.3102843531287585,6.675800500654298
All Population,Brazil,2023,50-54 years,Both,Neurological disorders,"Deaths per 100,000",9.034611083116683,7.240181477746011,13.42585244635662
All Population,Brazil,2023,55-59 years,Both,Neurological disorders,"Deaths per 100,000",17.089703848743213,11.0063522939449,31.94409080185477
All Population,Brazil,2023,60-64 years,Both,Neurological disorders,"Deaths per 100,000",34.33084573587161,17.705946608155195,73.76753367357253
All Population,Brazil,2023,65-69 years,Both,Neurological disorders,"Deaths per 100,000",69.39991113682171,31.949243116902284,163.77375275523968
All Population,Brazil,2023,70-74 years,Both,Neurological disorders,"Deaths per 100,000",133.03012962168694,60.80461859857766,299.60434964261674
All Population,Brazil,2023,75-79 years,Both,Neurological disorders,"Deaths per 100,000",276.2882657261892,127.71324265110555,576.8874989173418
All Population,Brazil,2023,80-84 years,Both,Neurological disorders,"Deaths per 100,000",669.5125375306181,285.1697679322051,1414.34252993755
All Population,Brazil,2023,85-89 years,Both,Neurological disorders,"Deaths per 100,000",1349.1678646852713,513.3873658044378,3048.1080668824065
All Population,Brazil,2023,90-94 years,Both,Neurological disorders,"Deaths per 100,000",2485.9971510489113,852.28518574493,5631.9659720864465
All Population,Brazil,2023,95+ years,Both,Neurological disorders,"Deaths per 100,000",4285.4212874672985,1371.5644534009964,9305.03263211926
All Population,Brazil,2023,0-6 days,Both,Mental disorders,"Deaths per 100,000",,,
All Population,Brazil,2023,7-27 days,Both,Mental disorders,"Deaths per 100,000",,,
All Population,Brazil,2023,1-5 months,Both,Mental disorders,"Deaths per 100,000",,,
All Population,Brazil,2023,6-11 months,Both,Mental disorders,"Deaths per 100,000",,,
All Population,Brazil,2023,12-23 months,Both,Mental disorders,"Deaths per 100,000",,,
All Population,Brazil,2023,2-4 years,Both,Mental disorders,"Deaths per 100,000",,,
All Population,Brazil,2023,5-9 years,Both,Mental disorders,"Deaths per 100,000",0.0000014062333961247622,3.066169334247948e-7,0.000015183991009666993
All Population,Brazil,2023,10-14 years,Both,Mental disorders,"Deaths per 100,000",0.0004239945452856934,0.00017452573145647053,0.0010844364610201275
All Population,Brazil,2023,15-19 years,Both,Mental disorders,"Deaths per 100,000",0.0017215841694616975,0.0009402839503077863,0.0038978904178373296
All Population,Brazil,2023,20-24 years,Both,Mental disorders,"Deaths per 100,000",0.0029287868089338423,0.0016275441906162303,0.007082519046895041
All Population,Brazil,2023,25-29 years,Both,Mental disorders,"Deaths per 100,000",0.002247517864118483,0.0012073423103489526,0.006421127586770223
All Population,Brazil,2023,30-34 years,Both,Mental disorders,"Deaths per 100,000",0.0033858637373999304,0.001605576460358769,0.008590922619030234
All Population,Brazil,2023,35-39 years,Both,Mental disorders,"Deaths per 100,000",0.0035533792872866577,0.0021934330216937304,0.008290869963387286
All Population,Brazil,2023,40-44 years,Both,Mental disorders,"Deaths per 100,000",0.003556112994450738,0.0021923480352469705,0.008823247089101205
All Population,Brazil,2023,45-49 years,Both,Mental disorders,"Deaths per 100,000",0.004408389828513249,0.0022821044030420005,0.009755691108717511
All Population,Brazil,2023,50-54 years,Both,Mental disorders,"Deaths per 100,000",,,
All Population,Brazil,2023,55-59 years,Both,Mental disorders,"Deaths per 100,000",,,
All Population,Brazil,2023,60-64 years,Both,Mental disorders,"Deaths per 100,000",,,
All Population,Brazil,2023,65-69 years,Both,Mental disorders,"Deaths per 100,000",,,
All Population,Brazil,2023,70-74 years,Both,Mental disorders,"Deaths per 100,000",,,
All Population,Brazil,2023,75-79 years,Both,Mental disorders,"Deaths per 100,000",,,
All Population,Brazil,2023,80-84 years,Both,Mental disorders,"Deaths per 100,000",,,
All Population,Brazil,2023,85-89 years,Both,Mental disorders,"Deaths per 100,000",,,
All Population,Brazil,2023,90-94 years,Both,Mental disorders,"Deaths per 100,000",,,
All Population,Brazil,2023,95+ years,Both,Mental disorders,"Deaths per 100,000",,,
All Population,Brazil,2023,0-6 days,Both,Substance use disorders,"Deaths per 100,000",0,0,0
All Population,Brazil,2023,7-27 days,Both,Substance use disorders,"Deaths per 100,000",0,0,0
All Population,Brazil,2023,1-5 months,Both,Substance use disorders,"Deaths per 100,000",0,0,0
All Population,Brazil,2023,6-11 months,Both,Substance use disorders,"Deaths per 100,000",0,0,0
All Population,Brazil,2023,12-23 months,Both,Substance use disorders,"Deaths per 100,000",0,0,0
All Population,Brazil,2023,2-4 years,Both,Substance use disorders,"Deaths per 100,000",0,0,0
All Population,Brazil,2023,5-9 years,Both,Substance use disorders,"Deaths per 100,000",0,0,0
All Population,Brazil,2023,10-14 years,Both,Substance use disorders,"Deaths per 100,000",0,0,0
All Population,Brazil,2023,15-19 years,Both,Substance use disorders,"Deaths per 100,000",0.7623786981072687,0.6275787799184679,0.9121615421918856
All Population,Brazil,2023,20-24 years,Both,Substance use disorders,"Deaths per 100,000",1.425057625340894,1.2079821500848216,1.7032170336277248
All Population,Brazil,2023,25-29 years,Both,Substance use disorders,"Deaths per 100,000",2.264547525066465,1.9933189590787124,2.6075686764229653
All Population,Brazil,2023,30-34 years,Both,Substance use disorders,"Deaths per 100,000",3.3833539961565586,3.0627915290664314,3.7126605382545095
All Population,Brazil,2023,35-39 years,Both,Substance use disorders,"Deaths per 100,000",4.970364277184465,4.559930279241321,5.450423653498803
All Population,Brazil,2023,40-44 years,Both,Substance use disorders,"Deaths per 100,000",7.152055696721832,6.529170596907928,7.804640738842907
All Population,Brazil,2023,45-49 years,Both,Substance use disorders,"Deaths per 100,000",9.70789417294925,8.899990656114825,10.600246699439676
All Population,Brazil,2023,50-54 years,Both,Substance use disorders,"Deaths per 100,000",11.261963385389897,10.555175684003352,12.062091195406335
All Population,Brazil,2023,55-59 years,Both,Substance use disorders,"Deaths per 100,000",12.534428699859218,11.487705311258383,13.651863484853108
All Population,Brazil,2023,60-64 years,Both,Substance use disorders,"Deaths per 100,000",11.527062126582651,10.7665872129226,12.287280619949149
All Population,Brazil,2023,65-69 years,Both,Substance use disorders,"Deaths per 100,000",11.43608174782192,10.581616280152417,12.359700447580579
All Population,Brazil,2023,70-74 years,Both,Substance use disorders,"Deaths per 100,000",9.187739716017179,8.50829604449361,10.03263322704322
All Population,Brazil,2023,75-79 years,Both,Substance use disorders,"Deaths per 100,000",8.172225742876867,7.464594919001613,8.793602244849843
All Population,Brazil,2023,80-84 years,Both,Substance use disorders,"Deaths per 100,000",6.827342495389409,5.944602603250644,7.452366662109745
All Population,Brazil,2023,85-89 years,Both,Substance use disorders,"Deaths per 100,000",7.112964543825852,5.879233447600825,8.153115933129921
All Population,Brazil,2023,90-94 years,Both,Substance use disorders,"Deaths per 100,000",7.406361503761209,5.789326168437192,8.562590375677923
All Population,Brazil,2023,95+ years,Both,Substance use disorders,"Deaths per 100,000",9.683314456503274,6.6039380926658,11.810734180985872
All Population,Brazil,2023,0-6 days,Both,Diabetes and kidney diseases,"Deaths per 100,000",0.6555954376722887,0.5871513225929562,0.7329375614256866
All Population,Brazil,2023,7-27 days,Both,Diabetes and kidney diseases,"Deaths per 100,000",0.23779868149331218,0.20623961070147565,0.2756340486577736
All Population,Brazil,2023,1-5 months,Both,Diabetes and kidney diseases,"Deaths per 100,000",1.6587479008668957,1.4559186685764447,1.8831624079016762
All Population,Brazil,2023,6-11 months,Both,Diabetes and kidney diseases,"Deaths per 100,000",0.6103546730937599,0.5116915535173181,0.7252788965415542
All Population,Brazil,2023,12-23 months,Both,Diabetes and kidney diseases,"Deaths per 100,000",0.71704396507955,0.5915554141313945,0.8454911325783833
All Population,Brazil,2023,2-4 years,Both,Diabetes and kidney diseases,"Deaths per 100,000",0.5321085214569999,0.43500814358096335,0.6380106872774101
All Population,Brazil,2023,5-9 years,Both,Diabetes and kidney diseases,"Deaths per 100,000",0.4106217228504197,0.3481466924903578,0.47109471442081896
All Population,Brazil,2023,10-14 years,Both,Diabetes and kidney diseases,"Deaths per 100,000",0.5179260881812114,0.4390250823028412,0.610445135722337
All Population,Brazil,2023,15-19 years,Both,Diabetes and kidney diseases,"Deaths per 100,000",1.3171865645479237,1.1851050627177746,1.4698038042350658
All Population,Brazil,2023,20-24 years,Both,Diabetes and kidney diseases,"Deaths per 100,000",2.15267788308865,1.9889794341651124,2.354623238323074
All Population,Brazil,2023,25-29 years,Both,Diabetes and kidney diseases,"Deaths per 100,000",3.3234358551321472,3.0951371354277892,3.621435513573965
All Population,Brazil,2023,30-34 years,Both,Diabetes and kidney diseases,"Deaths per 100,000",4.816733543553714,4.502451582470386,5.176151860933077
All Population,Brazil,2023,35-39 years,Both,Diabetes and kidney diseases,"Deaths per 100,000",7.3830377252369574,6.930283052969421,7.913158969803077
All Population,Brazil,2023,40-44 years,Both,Diabetes and kidney diseases,"Deaths per 100,000",12.592134150502492,11.927820527220884,13.396705955303089
All Population,Brazil,2023,45-49 years,Both,Diabetes and kidney diseases,"Deaths per 100,000",21.986275328779538,20.647812802741274,23.376559843290575
All Population,Brazil,2023,50-54 years,Both,Diabetes and kidney diseases,"Deaths per 100,000",38.30163616800861,36.41475818829111,40.338797327504246
All Population,Brazil,2023,55-59 years,Both,Diabetes and kidney diseases,"Deaths per 100,000",62.39763933110319,58.791179632373144,65.8965507702894
All Population,Brazil,2023,60-64 years,Both,Diabetes and kidney diseases,"Deaths per 100,000",101.69602008945294,94.51256089861599,107.58362779698697
All Population,Brazil,2023,65-69 years,Both,Diabetes and kidney diseases,"Deaths per 100,000",166.35626980994581,153.0637077091249,175.96491491876483
All Population,Brazil,2023,70-74 years,Both,Diabetes and kidney diseases,"Deaths per 100,000",253.74621298197667,231.9013846955829,269.94052287303145
All Population,Brazil,2023,75-79 years,Both,Diabetes and kidney diseases,"Deaths per 100,000",383.59476469026424,344.69049471735354,407.7429618784464
All Population,Brazil,2023,80-84 years,Both,Diabetes and kidney diseases,"Deaths per 100,000",577.6631473963022,491.457975908427,628.2009040348906
All Population,Brazil,2023,85-89 years,Both,Diabetes and kidney diseases,"Deaths per 100,000",870.2816631920743,694.7382842617247,969.7912736465552
All Population,Brazil,2023,90-94 years,Both,Diabetes and kidney diseases,"Deaths per 100,000",1294.586089882569,965.6226378521385,1475.4781487170112
All Population,Brazil,2023,95+ years,Both,Diabetes and kidney diseases,"Deaths per 100,000",1385.4310424634493,962.2300576196933,1656.7183384639532
All Population,Brazil,2023,0-6 days,Both,Skin and subcutaneous diseases,"Deaths per 100,000",3.063632699010388,2.712865493735677,3.418628448587224
All Population,Brazil,2023,7-27 days,Both,Skin and subcutaneous diseases,"Deaths per 100,000",4.656553965729205,4.028291611879502,5.337672137202625
All Population,Brazil,2023,1-5 months,Both,Skin and subcutaneous diseases,"Deaths per 100,000",2.6689658714008324,2.2980345527215773,3.10088670695413
All Population,Brazil,2023,6-11 months,Both,Skin and subcutaneous diseases,"Deaths per 100,000",0.7610512984264615,0.63756900138262,0.9148574442559837
All Population,Brazil,2023,12-23 months,Both,Skin and subcutaneous diseases,"Deaths per 100,000",0.5296761237536826,0.42515008280372973,0.643434668799876
All Population,Brazil,2023,2-4 years,Both,Skin and subcutaneous diseases,"Deaths per 100,000",0.23717433672343355,0.193253867444567,0.28847011276111245
All Population,Brazil,2023,5-9 years,Both,Skin and subcutaneous diseases,"Deaths per 100,000",0.1371112990797541,0.11323149340615299,0.16336215776715451
All Population,Brazil,2023,10-14 years,Both,Skin and subcutaneous diseases,"Deaths per 100,000",0.17782204081839686,0.14787380236436695,0.20836120642926423
All Population,Brazil,2023,15-19 years,Both,Skin and subcutaneous diseases,"Deaths per 100,000",0.2338101564855999,0.20272230496778804,0.2712310642881173
All Population,Brazil,2023,20-24 years,Both,Skin and subcutaneous diseases,"Deaths per 100,000",0.34397515453695615,0.3030179466106297,0.392409215700781
All Population,Brazil,2023,25-29 years,Both,Skin and subcutaneous diseases,"Deaths per 100,000",0.4746318879849273,0.4278614350948007,0.5317362401782891
All Population,Brazil,2023,30-34 years,Both,Skin and subcutaneous diseases,"Deaths per 100,000",0.6937139059287198,0.6209251657086591,0.7716273176892662
All Population,Brazil,2023,35-39 years,Both,Skin and subcutaneous diseases,"Deaths per 100,000",1.0131880975025824,0.9219300958418041,1.137070260399976
All Population,Brazil,2023,40-44 years,Both,Skin and subcutaneous diseases,"Deaths per 100,000",1.5808239586403772,1.4730490119086894,1.7004919612316247
All Population,Brazil,2023,45-49 years,Both,Skin and subcutaneous diseases,"Deaths per 100,000",2.5238861882677495,2.370598210044628,2.6995165642734094
All Population,Brazil,2023,50-54 years,Both,Skin and subcutaneous diseases,"Deaths per 100,000",4.167805179914834,3.913792073128031,4.399669074523706
All Population,Brazil,2023,55-59 years,Both,Skin and subcutaneous diseases,"Deaths per 100,000",6.568460595316704,6.15768555079459,6.942789595430774
All Population,Brazil,2023,60-64 years,Both,Skin and subcutaneous diseases,"Deaths per 100,000",9.670382423755392,9.078202694454026,10.15700224215703
All Population,Brazil,2023,65-69 years,Both,Skin and subcutaneous diseases,"Deaths per 100,000",15.574603602916365,14.639324744783973,16.379401843484466
All Population,Brazil,2023,70-74 years,Both,Skin and subcutaneous diseases,"Deaths per 100,000",25.180160141468352,23.491182488718483,26.78428330203419
All Population,Brazil,2023,75-79 years,Both,Skin and subcutaneous diseases,"Deaths per 100,000",42.455246379430505,38.79031448900598,45.254201961980435
All Population,Brazil,2023,80-84 years,Both,Skin and subcutaneous diseases,"Deaths per 100,000",69.12604555317468,59.378811586343296,75.36163986644867
All Population,Brazil,2023,85-89 years,Both,Skin and subcutaneous diseases,"Deaths per 100,000",120.74673637323052,97.21131493260378,133.54456192121503
All Population,Brazil,2023,90-94 years,Both,Skin and subcutaneous diseases,"Deaths per 100,000",198.6458435962706,152.63006674808764,224.756064988073
All Population,Brazil,2023,95+ years,Both,Skin and subcutaneous diseases,"Deaths per 100,000",263.9394034000413,179.76330961936026,318.47734057388465
All Population,Brazil,2023,0-6 days,Both,Sense organ diseases,"Deaths per 100,000",,,
All Population,Brazil,2023,7-27 days,Both,Sense organ diseases,"Deaths per 100,000",,,
All Population,Brazil,2023,1-5 months,Both,Sense organ diseases,"Deaths per 100,000",,,
All Population,Brazil,2023,6-11 months,Both,Sense organ diseases,"Deaths per 100,000",,,
All Population,Brazil,2023,12-23 months,Both,Sense organ diseases,"Deaths per 100,000",,,
All Population,Brazil,2023,2-4 years,Both,Sense organ diseases,"Deaths per 100,000",,,
All Population,Brazil,2023,5-9 years,Both,Sense organ diseases,"Deaths per 100,000",,,
All Population,Brazil,2023,10-14 years,Both,Sense organ diseases,"Deaths per 100,000",,,
All Population,Brazil,2023,15-19 years,Both,Sense organ diseases,"Deaths per 100,000",,,
All Population,Brazil,2023,20-24 years,Both,Sense organ diseases,"Deaths per 100,000",,,
All Population,Brazil,2023,25-29 years,Both,Sense organ diseases,"Deaths per 100,000",,,
All Population,Brazil,2023,30-34 years,Both,Sense organ diseases,"Deaths per 100,000",,,
All Population,Brazil,2023,35-39 years,Both,Sense organ diseases,"Deaths per 100,000",,,
All Population,Brazil,2023,40-44 years,Both,Sense organ diseases,"Deaths per 100,000",,,
All Population,Brazil,2023,45-49 years,Both,Sense organ diseases,"Deaths per 100,000",,,
All Population,Brazil,2023,50-54 years,Both,Sense organ diseases,"Deaths per 100,000",,,
All Population,Brazil,2023,55-59 years,Both,Sense organ diseases,"Deaths per 100,000",,,
All Population,Brazil,2023,60-64 years,Both,Sense organ diseases,"Deaths per 100,000",,,
All Population,Brazil,2023,65-69 years,Both,Sense organ diseases,"Deaths per 100,000",,,
All Population,Brazil,2023,70-74 years,Both,Sense organ diseases,"Deaths per 100,000",,,
All Population,Brazil,2023,75-79 years,Both,Sense organ diseases,"Deaths per 100,000",,,
All Population,Brazil,2023,80-84 years,Both,Sense organ diseases,"Deaths per 100,000",,,
All Population,Brazil,2023,85-89 years,Both,Sense organ diseases,"Deaths per 100,000",,,
All Population,Brazil,2023,90-94 years,Both,Sense organ diseases,"Deaths per 100,000",,,
